reviews,Performance and Stability,Payment,Content,Satisfaction
"Kecewa banget udah di instal ulang 2 kali tpi tetap resolusinya dk bisa di atur kapasitas gambarnya kabur tolong dong pliss gimn nih, saya jdi dk puas nonton nya karena gambarnya kabur",neg,,,neg
"keren banget gilak, walaupun ada premier nya tapi gue yakin harganya termasuk murah, dan gue enjoy sama 2 eps pertaruhan, serigala terakhir, serigala terakhir 2, yang sama Vidio dikasih gratis, tengkyu lah gue bintang 5",,pos,,pos
Lagi enak² nonton bola tiba² berhenti pas masuk lagi gk bisa nonton lagi.. Apa harus berlangganan?? Sumpah ngeselin jangan di download aplikasi gajelas,neg,,,neg
"8 x dari 10 live yg di tonton pasti gangguan, louding parah, eh maaf yg bener 9 dr 10, WiFi jagoan pun tak luput jadi sasaran. Lebih baik mola dari video",neg,,,neg
"Lemooott bangett, nonton apk streaming yang lain Lancar bgt kualitas 2/4K. Payah bgt udh bayar langganan malah gini sinyalnya.",neg,neg,,neg
Aplikasi nya udh bagus dan membantu banget..tapi kurang nya ga bisa nonton film yg full movie mohon di update lagi yah....semangat devloper 😁,,,neg,pos
"Kalau sinyal dirumah kalian biasa aja (bisa nonton youtube, tik tok) jangan coba2 instal aplikasi ini. Dijamin menyesal.",,,,neg
"Udah langganan diamond setahun,, make ya cuma di 1 perangkat ,, tapi pas nonton liga inggris muncul tulisan lebih dari satu perangkat... Gw pake buat 1 hp doang.",neg,,,
"Tolong lah iklannya, Kaya yt dong walaupun 15 detik tapi bisa di skip, Ini iklannya double kaga bisa di skip lagi, Habis waktu semenit nonton iklan",,,neg,
Aplikasi terburuk sepanjang masa.paket masih aktive.Wifi ada tp gak bisa login gak bisa nikmati paket yg sudah d beli Kecewa...!!!,neg,neg,,neg
"Aplikasi ini sudah tidak mendukung lagi... Untuk menonton live streaming saja tiba² kembali sendiri, ketika di buka lagi live nya sudah gak bisa",neg,,,neg
"Plis deh iklan nya kebanyakan, saya kadang nonton jadi suka kesel sendiri Karna iklan selalu muncul trs, kadang lagi scene yg seru tiba2 iklan. Saya ga tenang bgt kalo nonton iklannya selalu ada di setiap titik video, tolong iklannya di kurangin ya, kalaupun berlangganan tidak semua orang mempunyai uang untuk berlangganan mau se murah apapun. Jadi tolong kalau untuk iklan mendingan tidak usah menggunakan berlangganan atau pembayaran. Itu saran saya, jika ada salah kata mohon maaf.",,,neg,neg
"Sebenarnya ni apk bagus banget untuk nonton film² dan eps yg ketinggalan,semuanya lengkap gitu,tapi setiap nonton video ataupun film selalu aja error,apalagi iklannya,udh gitu banyak pula..langganan premium juga ga pasti,masa yg ditonton gambar item doang 😒 gaada suaranya,saya harap dengan adanya apk ini bisa mempermudah menonton,nyatanya malah nambah sulit !! 😒💢,KECEWA BERAT DEH SAYA!!",neg,neg,neg,neg
"Mau nonton dengan normal dan santai tanpa paket premium, tapi 2 iklan masing-masing berdurasi 30 detik tanpa bisa di skip itu menyebalkan sekali. Pas iklan pertama bisa di skip, eh gataunya iklan lagi 30 detik tanpa tombol skip. Bayaran iklannya pasti gede banget karena tiap nonton beberapa menit pasti langsung iklan vidio lagi (bukan iklan channel tv)",,,neg,neg
"Edit:99% manusia pasti mau gratis tanpa berlangganan. Jika saja aplikasi ini tidak ada iklannya pasti akan sangat berguna dan pastinya jadi aplikasi paling diminati. Mana iklannya banyak 2x tidak bisa di skip dan 1x yang bisa di skip padahal dalam siaran lokal sudah ada iklannya dimana 90% iklannya dan 10% videonya😄. Belum lagi pas asik nonton tiba tiba ada iklan yang tidak bisa di skip, sungguh menganj**gkan🐖 Mendingan pakai TV Tabung warnanya hitam putih ditenagai listrik dari baterai Aki 😁",,,neg,neg
"Kurang sekali untuk streaming, dengan sinyal yg sama di aplikasi streaming lain lancar2 saja, saat iklan sering ngefreeze ngulang dari awal lagi. Interface masih kurang nyaman, mau berlangganan jadi mikir2 lagi",neg,,neg,neg
Parah saya beli cuma untuk nonton F1 Tapi gambar patah patah Kualitas turunkan ke 480 aja masih patah Kalau servernya gak mampu . Gak usah sok sokan ambil banyak siaran lol,neg,,,neg
"Kenapa aplikasi vidio sekarang kayak gini, tayangan ulangnya banyak yg di potong Dan banyak film yg tdak bisa di putar karna masalah hak cipta, tolong di perbaiki dong",,,neg,neg
"udah beli paket diamond 1 tahun, masih ada iklan, siaran patah patah, ga ada perbaikan, ga ada kompensasi apa apa buat pelanggan",neg,,neg,neg
"Parah bener vidio, saldo sudah kepotong tapi paketan langganan nya belum bisa di tonton. Tolong dibantu dong admin, saya mau nonton bola nanti !!!",,neg,,neg
"Gila iklanya satu iklan satu menit durasinya ngk bisa di skip lagi dan banyak bgt iklanya, serakah banget ngk merhatiin kenyamanan pengguna/penonton",,,neg,neg
"sudah bayar untuk satu bulan, baru seminggu sudah tidak bisa menonton EPL dan diminta untuk bayar lagi.... Apakah begini cara berlangganan nya...? terima kasih (semua bukti telah terlampir dilaporan keluhan konsumen)",,neg,,neg
Apk yg sanget bagus. Tp tolong untk d perbaiki setiap kekurangan seperti iklan yg sering muncul itu sanget Mengganggu pengguna,,,neg,pos
Kenapa saya tidak bisa melanjutkan langganan premier..? Kalo tidaka ada kejelasan mau saya uninstall apk nya. Masa iya harus nontonin iklan mulu,,neg,,neg
"Beli paket premium keterangan nya transaksi gagal , pulsa tidak mencukupi , tp saldo pulsa melebihi harga premium , aplikasi gak ngotak",,neg,,neg
"saya berharap aplikasi vidio bisa jauh lebih baik lagi, tidak muncul lagi kalimat "" terjadi gangguan nih "" maksudnya sinyal buruk.",neg,,,neg
"Kualitas buruk , Setiap nonton pasti tibatiba hilang siarannya? Terus gak bisa nonton lagi. Sangat mengecewakan , lebih baik nonton tv .",neg,,,neg
Maaf saya tiga dulu karena penggunaan data besar banget harga download di kurangi 1bvideo jangan 360MB itu mah kebesaran kalo udah di kurangi sekitar 80MB saya kasih bintang penuh dengan komentar yang lebih baik lagi,neg,,,neg
"Pas pilih resolusi gambar selalu muncul ""resolusi tidak dapat di gunakan pada perangkat ini... perbaiki lah min",neg,,,neg
Kok bisa loading nya gak berhenti berhenti padahal adikku yang nonton YouTube aja laaaancaaar kok ini dah di tunggu loading nya selama 1jam masih belum selesai juga loading nya,neg,,,
Padahal jaringan lancar tapi kalau buat nonton sering buffer. Tolong dioptimalkan lagi,neg,,,neg
"Sudah beli paket premier league tapi masih gak bisa ditonton, ah aplikasi cuma mau untung, kontak email pun gak ada respon",,neg,,neg
Aplikasi busuk saya sudah membayar untuk pembuatan paket agarbisa menonton channel olahraga malah tidak bisa sementara saldo saya selalu disedot,,neg,,neg
"Sangat puas dengan VIDIO dapat menikmati seluruh pertandingan Lig Inggris dan Piala champion, ditambah hiburan lainya, MUANTAB...!",,,pos,pos
Gagal terhubung mulu woy. Mahal mahal gua langganan. Internet lancar dipake aplikasi lain. Ini streaming di vidio macet mulu !,neg,,,
"sering ngebug, masa masih di room film trs pgn out nyari film yg lain malah ngebug gabisa kemana mana dan jadinya harus buang aplikasi dulu trs masuk ke vidio lagi baru bisa cari film lain",neg,,,
"Gak jelas, sering bgt error' pas lg nonton streaming. EPL gak seru klo error' mulu, mending balik ke mola aja kaya dulu",neg,,,neg
"Saya langganan tanggal 9 Oktober untuk 1 bulan, tanggal 13 Oktober saldo GO-PAY Saya terpotong lagi， hari ini tanggal 30 Oktober saldo saya terpotong lagi. Mohon bantuannya agar saldo saya kembali.",,neg,,
Saya kasih bintang lima tapi tingkatkan lagi pemutaran video nya soalnya jaringan lancar tapi video nya sering berhenti ad suaranya tapi di gambar nya doang yg berhenti 🙂,neg,,,pos
ini bagus tapi biar lebih bagus lagi Vidio nya GK ada yg bayar jadi bisa leluasa melihat nya kalo sekarang ini GK bisa leluasa melihat vidionya karna ada yg bayar mau lihat anime on piece tapi bayar sebenar nya sih ada yg free meskipun bayar tapi hanya beberapa episode:( semoga aja di update GK bayar lagi biar yg download lebih banyak lagi dan makin di Sekai banyak orang aku sih hanya minta 1 yaitu: semoga di update GK bayar plisssss di update GK bayar ya karna aku ingin melihat one piece (`•`),,neg,,pos
pembayaran platinum sudah kepotong tapi gak bisa nonton premium. diriwayat juga gak ada transaksi penjualan. hmmm buruk,,neg,,neg
"Admin, saya sudah membeli paket internet telkomsel +free streaming di vidio selama 1bulan, tapi kenapa di saat sya mau nonton premier league malah saya harus beli paket langganan lagi di aplikasi vidio nya ?",,neg,,
"saya ingin berlangganan premium, tp saya berada di malaysia dan tidak ada metode pembayaran yang bisa saya gunakan disini, karena saya tdk punya kartu kredit/debit, mohon bantuan dan infonya, terimakasih",,neg,,
ndak mutu sekali sama pemutaran yg gagal trus menerus tidak semua vidio harus dibeli .. yg gratis kalo pemutaran oke ttep lah oke .. .mau berlangganan juga gk takut .. kepengen laris ya jangan bedain .. jangan iklan mulu yg di tongolin,neg,,neg,neg
"gw udh bli paket diamond ,, tapi kenapa malah gak bisa liat timnas woy .. ini masudnya gmn sich ,, kagak jelas .. maunya apa coba , bikin kecewa aja ,, tau gitu gk usah beli .. sia"" gw bli paket diamond .. aplikasi ini sama saja MALING duit orang .!!!",,neg,,neg
"keren banget, bisa nonton sepuasnya.. cuma untuk pertandingan bola luar negeri harus berbayar kayaknya jd tdk bisa diakses",,neg,,pos
klo mw perpanjang kenapa susah si?padahal pulsanya ada.dan kenapa untuk pembayaran di opsi tree tidak tersedia.cuma indosat aja.tolong di ada in buat pembayaran di opsi tree.,,neg,,
Masih sering telat live streamingnya padahal jaringan wifi lagi kenceng. Tolong segera diperbaiki.,,,neg,neg
"Pembayaran sudah selesai, saldo kepotong, tapi pas mau nonton, tidak bisa akses yang premier, proses woy",,neg,,
makin diupdate tambah gak jelas.sering nonton tiba² loading dan ada pemberitahuan eror atau jaringan tidak tersambung padahal pakai wifi jaringan wifinya bagus kalau ngasih tontonan to yg ikhlas,neg,,,neg
"Aplikasinya berenti sendiri,, GX jalan² lagi, katanya streming primer liga Inggris,, percuma lah d iklanin d tv klo blm sempurna,, maaf klo komen nya keterlaluan",neg,,,neg
Aplikasi banyak aturan... Gak. Semua hp bisa streming...mending MOLA lancar ...ngapain vidio ini berlangganan...sebel deh..,neg,,,neg
"Parah ni. Udah apply voucher sampai terkonfirmasi aktif, eh loading sebentar bisa ga aktif lg. Sayangnya kejadian begini udah lebih dr 3x. Udah menghubungi cs tidak ada respon. Makin ngeselin!",,neg,,neg
"bagus bangett untuk video videonya, apalagi yang upgrade ke premium, kurangnya cuma karna ga terlalu lengkap aja",,,neg,
"Saya barusan berlanggan paket diamond tapi tidak bisa dipakai, pulsa sudah berkurang, dan sms pemberitahuan transaksi berhasil sudah saya terima. Mohon bantuannya segera karena akan saya pakai untuk menonton sepak bola. Terima kasih",,neg,,
Sangat membantu. Hanya saja setiap kali nonton drama. Tiba2 layarnya keluar sendiri. Selalu begitu dan itu knapa ya,neg,,,pos
"Aplikasinya gimna sie? Udah daftar paket, dan udah dapat sms sukses juga masih belum berlangganan, status pakenya.. Ga aktip😢",,neg,,
"saya kasi bintang 4 dulu,sudah bagus tapi pas lihat replay kalo dicepetin suka macet2 videonya jadi kurang lancar,selebihnya bagus👍😁",neg,,,pos
"Subscribe diamond aktif, tapi konten sering gak bisa diputar dan kadang muncul iklan. Bintang 1 dlu, nanti kalo dah tobat baru bintang 2",neg,,neg,neg
Setelah di update jd sering loading terus .. sudah coba pake 3 jaringan internet yg beda msh loading trs.,neg,,,
"Saya berharap vidio memberikan subtitle berbahasa Inggris, karena yg saya jumpai hanya subtitle berbahasa Indonesia.. Dan juga di tambah siaran RCTI, MNC",,,neg,
Kurang optimal dalam kecepatan internet / internet stabil di aplikasi streaming lain tetapi di aplikasi vidio hanya muncul loading screen saja,neg,,,
"Streaming error terus, ngulang2 terus, suaranya lanjut sedangkan videonya ngulang ngerefress mulu ke awal kadang ngelag gk jelas 😔😔 Udh sering ngirim feedback ttp gk ada respon",neg,,,
melalui aplikasi Vidio kita bisa menonton pertandingan olahraga live dan bisa nonton film2. soalnya semuanya lengkap deh....,,,pos,
aplikasi ini cukup bagus Kok... cuman di live nya terkadang error... tingkatkan kualitas nya ya...,neg,,,pos
awalnya saya kira internet saya lemot..saya coba buat youtube sm donload file lancar banget ternyata dari aplikasi vidionya yg belum stabil nerima data banyak 😅...streaming kgk lancar,neg,,,
"Di sambungkan ke tv , banyak iklan yg gk jelas, lebih² dri YouTube yaaa .. gk bisa di lewatin lagi iklan nya parah....",,,neg,neg
"Mengecewakan sekali,sangat2 buruk ,,hrs diperbaiki parah banget,,aplikasi ,kalau ada pilihan bintang cocoknya minus bintang,bapuk",,,,neg
Apa sih ini udah beli paket platinum mau nonton bola malah gak aktif. Hubungi customer malah suruh pesan email ya keburu kelar,,neg,,neg
"Kenapa setiap kali saya mau beli premium saldo selalu berkurang sendiri, saya kecewa rugiii, tolong di perbaiki!!!",,neg,,neg
"Tolong ini gimana saldo udah kepotong tapi nggak bisa akses, malah di profil belum berlangganan tapi coba nonton di tayangan dibilang udah berlangganan ini gimana",,neg,,neg
"Paket banyak, signal kuat. Tapi siarannya kurang memuaskan karena sering banget gangguan nya 👎🏻👎🏻",neg,,,
Buset dah.. Udah bayar tapi aktivasinya baru dua jam kemudian. Ya pertandingan bolanya udah habis dong bambang. Penipuan ini,,neg,,neg
Sering sekali ketika nonton bola berhenti tiba2 gabisa nonton lagi sampai pertandingan habis.,neg,,,
"Disuruh beli paket platinum dulu baru full movie, padahal ngedownload apk ini + liat iklan didalam videonya apk ini udah dapat komisinya tapi masih aja nyari untung haduh auto hps dah apknya ga membantu banget.",,neg,,neg
Sampah gak ada updete filem movie yg bagua. Di sini saya hanya noton mercury yg bagus box ofice nya gak ada padahal udah beli!! Di up donk filemnya itu aja itua aja!!,,,neg,neg
Paling suka nonton di vidio. Saran aja drakornya yg bagus2 banyakin dong biar makin setia ma vidio. Kedepanya makin keren & sukses.,,,pos,pos
"Setelah diupdate, malah streaming berhenti dalam 15 detik. Apakah biasa segera dilakukan perbaikan? Tks",neg,,,neg
Iklannya bikin bosen gak ganti iklan!!! Kalo bisa iklannya dari 15 produk biar nonton iklan juga gak bosen!!!,,,neg,neg
"Download langsung buka film pertaruhan episode 3 eh malah gak kebuka, auto uninstall padahal udah pake data tapi masih suruh beli, repot",neg,neg,,neg
"Bagus banget, tampilannya simpel, user interfacenya lumayan & dark mode bawaan dari aplikasinya, cuman sayangnya kenapa kalo mau nonton anime itu harus berbayar, kalo bisa pakai iklan saja developer, selebihnya sudah bagus. Sekian.",pos,neg,,pos
"Pengaturan kualitas video tdk bisa default... pada saat ganti channel atau video, akan kembali lagi ke kualitas Auto.... jadi kalo internet lemot, video berhenti dan loading terus... Saya hanya butuh video kualitas rendah biar tetap bisa nonton.",neg,,,
"Aplikasi nya sih baguss, tapi setelah saya nonton live Streaming, selama 2 Jam Kuota 4Gb saya langgsung habis!! Tolong min, perbaiki aplikasi ini untuk bisa menghemat Kuota saya dan lainnya. Kalau kualitas gambar nya sih bagus suara jernih dan tidak ada kendala selain Kuota Yang terkuras banyak🙏",neg,,,pos
"Aplikasinya bagus cuma banyak yg harus diperbaiki, terutama mode pemutaran pada saat iklan sering error apalagi jika koneksi tidak stabil. Masalah juga ditemui pada video unduhan yg sering tidak bisa diplay setelah diunduh / aplikasi mendapat update. Mohon diperbaiki",neg,,,pos
"Sebenarnya bagus sih karna lengkap, kita juga bisa menonton ulang film/sinetron yg terlewatkan. Tapi sayang sekali loading nya sangat lama dan suka terhenti sambil muter2 nyari jaringan padahal jaringan ditempatku baik2 aja,ditambah lg iklan.",neg,,neg,
"Banyak bgt bug. Dah pasang copot berkali-kali kirain udh pas udh mantep, eh ternyata masih sama aja. Banyak bgt video-video lama yang ngga ada. Balikin aja semua ke yt lagi. Konsumsi datanya banyak bgt. Oiya, setiap replay pasti ada iklan mulu gatau kenapa. Suaranya kadang pas pake earphone kek yg ngga lepas gitu+pecah, bisa normal lagi kalo balik dulu trs masuk lagi, mau sampe kpn gitu mulu hmm. Perbaiki ya...",neg,,neg,neg
"Pros: Gak khawatir lagi ketinggalan episode, highlight sepakbola, dll. Cons: Loading page nya lama, gak stabil. Mungkin karena konten yg dimuat berat seperti film, sinetron, dll, tapi harusnya bisa ditingkatkan lgi. Karena ada platform sejenis yg punya loading page cepat. Tapi secara keseluruhan memuaskan, so i give 5 stars tapi harus ditingkatkan lagi.",neg,,pos,pos
"Terkadang aneh, pakai wifi/seluler kadang ada notif koneksi terputus dan loading. Padahal buka app lain lancar, bahkan saya live di youtube untuk konten aja lancar tp disini koneksi terputus dan kadang close sendiri saat nonton film. Sepertinya di versi terbaru harus ada pengecekan. Versi lama malah lancar.",neg,,,
